100000.000	15.110	-0.107
97500.000	15.120	-0.106
95000.000	15.110	-0.112
92500.000	15.120	-0.114
90000.000	15.120	-0.119
87500.000	15.120	-0.120
85000.000	15.120	-0.122
82500.000	15.130	-0.126
80000.000	15.130	-0.126
77500.000	15.130	-0.130
75000.000	15.140	-0.136
72500.000	15.140	-0.136
70000.000	15.140	-0.139
67500.000	15.150	-0.143
65000.000	15.150	-0.143
62500.000	15.160	-0.150
60000.000	15.150	-0.155
57500.000	15.160	-0.157
55000.000	15.160	-0.165
52500.000	15.170	-0.168
50000.000	15.170	-0.171
47500.000	15.180	-0.181
45000.000	15.190	-0.190
42500.000	15.190	-0.188
40000.000	15.200	-0.194
37500.000	15.210	-0.199
35000.000	15.220	-0.208
32500.000	15.230	-0.218
30000.000	15.250	-0.168
27500.000	15.260	-0.180
25000.000	15.270	-0.195
22500.000	15.280	-0.211
20000.000	15.300	-0.230
17500.000	15.320	-0.249
15000.000	15.340	-0.269
12500.000	15.370	-0.295
10000.000	15.410	-0.330
9750.000	15.420	-0.337
9500.000	15.420	-0.340
9250.000	15.430	-0.345
9000.000	15.430	-0.350
8750.000	15.440	-0.355
8500.000	15.450	-0.360
8250.000	15.450	-0.364
8000.000	15.460	-0.372
7750.000	15.460	-0.395
7500.000	15.470	-0.400
7250.000	15.480	-0.406
7000.000	15.480	-0.412
6750.000	15.490	-0.417
6500.000	15.500	-0.426
6250.000	15.510	-0.431
6000.000	15.520	-0.438
5750.000	15.530	-0.446
5500.000	15.540	-0.454
5250.000	15.550	-0.462
5000.000	15.550	-0.464
4750.000	15.580	-0.483
4500.000	15.590	-0.493
4250.000	15.610	-0.505
4000.000	15.630	-0.516
3750.000	15.650	-0.534
3500.000	15.670	-0.549
3250.000	15.690	-0.565
3000.000	15.710	-0.585
2750.000	15.740	-0.604
2500.000	15.770	-0.629
2250.000	15.810	-0.657
2000.000	15.860	-0.685
1750.000	15.910	-0.730
1500.000	15.980	-0.775
1250.000	16.060	-0.832
1000.000	16.180	-0.910
