100000.000	14.740	-0.013
97500.000	11.210	-0.031
95000.000	11.210	-0.035
92500.000	11.210	-0.040
90000.000	11.210	-0.038
87500.000	11.210	-0.043
85000.000	11.210	-0.046
82500.000	11.220	-0.050
80000.000	11.220	-0.054
77500.000	11.220	-0.057
75000.000	11.220	-0.062
72500.000	11.220	-0.064
70000.000	11.220	-0.068
67500.000	11.230	-0.071
65000.000	11.230	-0.073
62500.000	11.230	-0.077
60000.000	11.230	-0.083
57500.000	11.240	-0.088
55000.000	11.240	-0.093
52500.000	11.240	-0.096
50000.000	11.250	-0.102
47500.000	11.250	-0.107
45000.000	11.260	-0.112
42500.000	11.260	-0.119
40000.000	11.260	-0.124
37500.000	11.270	-0.130
35000.000	11.270	-0.139
32500.000	11.280	-0.144
30000.000	11.300	-0.107
27500.000	11.310	-0.119
25000.000	11.320	-0.130
22500.000	11.330	-0.143
20000.000	11.340	-0.158
17500.000	11.350	-0.175
15000.000	11.370	-0.189
12500.000	11.390	-0.211
10000.000	11.420	-0.241
9750.000	11.430	-0.245
9500.000	11.430	-0.248
9250.000	11.430	-0.251
9000.000	11.440	-0.249
8750.000	11.440	-0.258
8500.000	11.450	-0.262
8250.000	11.450	-0.265
8000.000	11.460	-0.270
7750.000	11.460	-0.288
7500.000	11.460	-0.291
7250.000	11.470	-0.297
7000.000	11.480	-0.301
6750.000	11.480	-0.305
6500.000	11.490	-0.309
6250.000	11.490	-0.316
6000.000	11.500	-0.321
5750.000	11.510	-0.328
5500.000	11.520	-0.333
5250.000	11.530	-0.340
5000.000	11.540	-0.347
4750.000	11.550	-0.353
4500.000	11.560	-0.362
4250.000	11.570	-0.371
4000.000	11.580	-0.382
3750.000	11.600	-0.395
3500.000	11.610	-0.405
3250.000	11.630	-0.417
3000.000	11.650	-0.430
2750.000	11.670	-0.446
2500.000	11.690	-0.464
2250.000	11.720	-0.484
2000.000	11.760	-0.508
1750.000	11.790	-0.539
1500.000	11.850	-0.571
1250.000	11.910	-0.614
1000.000	12.000	-0.670
975.000	12.010	-0.673
950.000	12.020	-0.680
925.000	12.030	-0.689
900.000	12.040	-0.694
875.000	12.050	-0.702
850.000	12.070	-0.710
825.000	12.080	-0.719
800.000	12.100	-0.725
775.000	12.110	-0.733
750.000	12.130	-0.741
725.000	12.140	-0.750
700.000	12.160	-0.758
675.000	12.180	-0.768
650.000	12.200	-0.777
625.000	12.220	-0.787
600.000	12.240	-0.799
575.000	12.260	-0.809
550.000	12.260	-0.809
525.000	12.310	-0.832
500.000	12.340	-0.844
475.000	12.370	-0.848
450.000	12.410	-0.863
425.000	12.440	-0.875
400.000	12.480	-0.889
375.000	12.520	-0.903
350.000	12.570	-0.918
325.000	12.620	-0.932
300.000	12.680	-0.947
275.000	12.740	-0.962
