100000.000	6.641	0.040
97500.000	6.643	0.037
95000.000	6.642	0.033
92500.000	6.642	0.029
90000.000	6.644	0.027
87500.000	6.646	0.023
85000.000	6.645	0.021
82500.000	6.646	0.017
80000.000	6.648	0.015
77500.000	6.649	0.011
75000.000	6.650	0.007
72500.000	6.651	0.004
70000.000	6.652	0.000
67500.000	6.654	-0.003
65000.000	6.655	-0.006
62500.000	6.658	-0.010
60000.000	6.659	-0.014
57500.000	6.658	-0.018
55000.000	6.660	-0.022
52500.000	6.663	-0.026
50000.000	6.665	-0.031
47500.000	6.666	-0.035
45000.000	6.668	-0.039
42500.000	6.672	-0.044
40000.000	6.676	-0.048
37500.000	6.678	-0.053
35000.000	6.682	-0.059
32500.000	6.685	-0.064
30000.000	6.695	-0.044
27500.000	6.699	-0.052
25000.000	6.705	-0.060
22500.000	6.710	-0.070
20000.000	6.717	-0.078
17500.000	6.725	-0.090
15000.000	6.735	-0.100
12500.000	6.749	-0.114
10000.000	6.766	-0.133
9750.000	6.768	-0.135
9500.000	6.770	-0.137
9250.000	6.773	-0.139
9000.000	6.776	-0.141
8750.000	6.778	-0.144
8500.000	6.780	-0.146
8250.000	6.782	-0.148
8000.000	6.785	-0.151
7750.000	6.786	-0.162
7500.000	6.789	-0.165
7250.000	6.793	-0.167
7000.000	6.796	-0.170
6750.000	6.800	-0.173
6500.000	6.803	-0.176
6250.000	6.807	-0.179
6000.000	6.812	-0.183
5750.000	6.816	-0.186
5500.000	6.821	-0.189
5250.000	6.826	-0.193
5000.000	6.831	-0.197
4750.000	6.837	-0.202
4500.000	6.843	-0.207
4250.000	6.851	-0.212
4000.000	6.858	-0.218
3750.000	6.867	-0.225
3500.000	6.876	-0.231
3250.000	6.886	-0.238
3000.000	6.898	-0.246
2750.000	6.910	-0.255
2500.000	6.925	-0.266
2250.000	6.942	-0.277
2000.000	6.963	-0.289
1750.000	6.986	-0.306
1500.000	7.017	-0.324
1250.000	7.057	-0.345
1000.000	7.110	-0.374
975.000	7.118	-0.374
950.000	7.123	-0.377
925.000	7.130	-0.381
900.000	7.138	-0.384
875.000	7.145	-0.388
850.000	7.153	-0.391
825.000	7.161	-0.394
800.000	7.171	-0.398
775.000	7.180	-0.402
750.000	7.189	-0.405
725.000	7.199	-0.408
700.000	7.209	-0.412
675.000	7.220	-0.415
650.000	7.231	-0.419
625.000	7.244	-0.423
600.000	7.256	-0.427
575.000	7.270	-0.430
550.000	7.284	-0.434
525.000	7.300	-0.438
500.000	7.316	-0.441
475.000	7.334	-0.439
450.000	7.352	-0.443
425.000	7.372	-0.447
400.000	7.394	-0.449
375.000	7.416	-0.452
350.000	7.441	-0.454
325.000	7.469	-0.455
300.000	7.498	-0.455
275.000	7.529	-0.454
250.000	7.564	-0.451
225.000	7.603	-0.438
200.000	7.645	-0.431
175.000	7.690	-0.420
150.000	7.739	-0.404
125.000	7.793	-0.383
100.000	7.853	-0.352
97.500	7.860	-0.348
95.000	7.866	-0.345
92.500	7.873	-0.340
90.000	7.877	-0.337
87.500	7.885	-0.331
85.000	7.890	-0.329
82.500	7.900	-0.323
80.000	7.904	-0.319
77.500	7.907	-0.315
75.000	7.918	-0.309
72.500	7.925	-0.303
70.000	7.930	-0.299
67.500	7.937	-0.294
65.000	7.943	-0.290
62.500	7.947	-0.283
60.000	7.956	-0.283
57.500	7.960	-0.281
55.000	7.969	-0.270
52.500	7.975	-0.264
50.000	7.983	-0.257
47.500	7.986	-0.249
45.000	7.998	-0.242
42.500	8.005	-0.235
40.000	8.012	-0.225
37.500	8.019	-0.217
35.000	8.026	-0.209
32.500	8.034	-0.200
30.000	8.043	-0.194
27.500	8.050	-0.184
25.000	8.057	-0.175
22.500	8.065	-0.164
20.000	8.073	-0.153
17.500	8.081	-0.142
15.000	8.089	-0.134
12.500	8.098	-0.124
10.000	8.110	-0.112
9.750	8.112	-0.111
9.500	8.112	-0.111
9.250	8.114	-0.110
9.000	8.115	-0.110
8.750	8.117	-0.109
8.500	8.118	-0.108
8.250	8.119	-0.107
8.000	8.121	-0.107
7.750	8.123	-0.106
7.500	8.125	-0.102
7.250	8.127	-0.100
7.000	8.129	-0.099
6.750	8.129	-0.098
6.500	8.131	-0.097
6.250	8.132	-0.096
6.000	8.135	-0.096
5.750	8.136	-0.095
5.500	8.139	-0.094
5.250	8.141	-0.093
5.000	8.144	-0.093
4.750	8.148	-0.091
4.500	8.152	-0.091
4.250	8.155	-0.090
4.000	8.158	-0.088
3.750	8.163	-0.087
3.500	8.167	-0.087
3.250	8.172	-0.086
3.000	8.178	-0.086
2.750	8.183	-0.085
2.500	8.189	-0.084
2.250	8.195	-0.082
2.000	8.203	-0.081
1.750	8.211	-0.074
1.500	8.218	-0.068
1.250	8.225	-0.062
1.000	8.232	-0.054
0.975	8.233	-0.053
0.955	8.234	-0.052
0.935	8.237	-0.048
0.915	8.238	-0.047
0.885	8.239	-0.046
0.855	8.240	-0.045
0.835	8.241	-0.045
0.815	8.242	-0.044
0.795	8.243	-0.043
0.775	8.244	-0.043
0.755	8.245	-0.043
0.735	8.246	-0.041
0.715	8.246	-0.041
0.695	8.247	-0.040
0.675	8.248	-0.039
0.655	8.249	-0.038
0.635	8.250	-0.038
0.615	8.250	-0.038
0.595	8.252	-0.036
0.575	8.252	-0.035
0.545	8.253	-0.034
0.515	8.253	-0.033
0.495	8.255	-0.032
0.475	8.258	-0.028
0.455	8.259	-0.027
0.425	8.260	-0.026
0.395	8.262	-0.025
0.365	8.263	-0.023
0.335	8.264	-0.021
0.315	8.265	-0.020
0.295	8.266	-0.019
0.275	8.267	-0.018
0.245	8.268	-0.017
0.225	8.271	-0.009
0.195	8.272	-0.008
0.175	8.274	-0.008
0.155	8.274	-0.007
0.135	8.276	-0.006
0.115	8.277	-0.006
0.095	8.278	-0.006
