100000.000	42.210	-1.242
97500.000	42.210	-1.225
95000.000	42.220	-1.250
92500.000	42.240	-1.226
90000.000	42.240	-1.212
87500.000	42.230	-1.198
85000.000	42.280	-1.162
82500.000	42.280	-1.157
80000.000	42.300	-1.141
77500.000	42.320	-1.125
75000.000	42.330	-1.121
72500.000	42.360	-1.102
70000.000	42.360	-1.114
67500.000	42.340	-1.117
65000.000	42.360	-1.094
62500.000	42.450	-1.062
60000.000	42.450	-1.045
57500.000	42.440	-1.033
55000.000	42.460	-1.011
52500.000	42.490	-1.032
50000.000	42.530	-0.995
47500.000	42.530	-0.998
45000.000	42.580	-1.001
42500.000	42.580	-0.987
40000.000	42.640	-0.966
37500.000	42.670	-0.948
35000.000	42.680	-0.934
32500.000	42.700	-0.967
30000.000	42.690	-0.955
27500.000	42.830	-0.788
25000.000	42.830	-0.801
22500.000	42.910	-0.828
20000.000	42.980	-0.850
17500.000	42.970	-0.846
15000.000	43.100	-0.880
12500.000	43.190	-0.925
10000.000	43.310	-0.999
9750.000	43.310	-0.994
9500.000	43.340	-1.016
9250.000	43.340	-1.014
9000.000	43.360	-1.032
8750.000	43.370	-1.042
8500.000	43.390	-1.055
8250.000	43.410	-1.067
8000.000	43.430	-1.069
7750.000	43.450	-1.136
7500.000	43.470	-1.143
7250.000	43.480	-1.156
7000.000	43.500	-1.168
6750.000	43.520	-1.188
6500.000	43.560	-1.192
6250.000	43.580	-1.207
6000.000	43.600	-1.217
5750.000	43.630	-1.229
5500.000	43.650	-1.252
5250.000	43.690	-1.276
5000.000	43.730	-1.287
4750.000	43.760	-1.320
4500.000	43.800	-1.352
4250.000	43.840	-1.371
4000.000	43.890	-1.407
3750.000	43.930	-1.439
3500.000	43.990	-1.484
3250.000	44.050	-1.523
3000.000	44.130	-1.548
2750.000	44.190	-1.604
2500.000	44.290	-1.661
2250.000	44.380	-1.722
2000.000	44.470	-1.807
1750.000	44.610	-1.916
1500.000	44.770	-2.024
1250.000	44.990	-2.171
1000.000	45.260	-2.394
975.000	45.320	-2.406
950.000	45.340	-2.436
925.000	45.380	-2.446
900.000	45.410	-2.492
875.000	45.450	-2.502
850.000	45.500	-2.548
825.000	45.560	-2.584
800.000	45.590	-2.604
775.000	45.640	-2.637
750.000	45.690	-2.672
725.000	45.740	-2.702
700.000	45.800	-2.752
675.000	45.850	-2.787
650.000	45.900	-2.821
625.000	45.970	-2.866
600.000	46.040	-2.936
575.000	46.120	-2.970
550.000	46.190	-3.035
525.000	46.280	-3.099
500.000	46.370	-3.140
475.000	46.460	-3.169
450.000	46.570	-3.231
425.000	46.690	-3.321
400.000	46.800	-3.410
375.000	46.920	-3.482
350.000	47.090	-3.591
325.000	47.260	-3.689
300.000	47.460	-3.819
275.000	47.660	-3.926
250.000	47.900	-4.087
225.000	48.200	-4.186
200.000	48.530	-4.363
175.000	48.940	-4.575
150.000	49.420	-4.798
125.000	50.050	-5.058
100.000	50.910	-5.332
97.500	51.010	-5.385
95.000	51.120	-5.390
92.500	51.230	-5.419
90.000	51.360	-5.455
87.500	51.460	-5.476
85.000	51.550	-5.513
82.500	51.700	-5.514
80.000	51.810	-5.571
77.500	51.970	-5.596
75.000	52.110	-5.609
72.500	52.260	-5.630
70.000	52.400	-5.661
67.500	52.570	-5.680
65.000	52.740	-5.728
62.500	52.850	-5.738
60.000	53.060	-5.786
57.500	53.240	-5.803
55.000	53.460	-5.833
52.500	53.670	-5.846
50.000	53.890	-5.852
47.500	54.150	-5.814
45.000	54.360	-5.832
42.500	54.640	-5.816
40.000	54.910	-5.784
37.500	55.200	-5.743
35.000	55.510	-5.705
32.500	55.840	-5.644
30.000	56.170	-5.599
27.500	56.550	-5.506
25.000	56.950	-5.395
22.500	57.370	-5.250
20.000	57.820	-5.074
17.500	58.310	-4.869
15.000	58.800	-4.610
12.500	59.360	-4.301
10.000	59.950	-3.897
9.750	60.010	-3.854
9.500	60.070	-3.812
9.250	60.140	-3.770
9.000	60.210	-3.722
8.750	60.280	-3.667
8.500	60.350	-3.617
8.250	60.410	-3.573
8.000	60.480	-3.518
7.750	60.560	-3.466
7.500	60.630	-3.378
7.250	60.700	-3.322
7.000	60.780	-3.266
6.750	60.850	-3.207
6.500	60.920	-3.144
6.250	61.000	-3.082
6.000	61.070	-3.023
5.750	61.150	-2.952
5.500	61.150	-2.958
5.250	61.300	-2.818
5.000	61.390	-2.757
4.750	61.460	-2.674
4.500	61.540	-2.607
4.250	61.630	-2.530
4.000	61.720	-2.452
3.750	61.800	-2.354
3.500	61.900	-2.272
3.250	61.990	-2.180
3.000	62.090	-2.083
2.750	62.190	-1.987
2.500	62.280	-1.886
2.250	62.370	-1.784
2.000	62.480	-1.673
1.750	62.610	-1.527
1.500	62.730	-1.387
1.250	62.850	-1.234
1.000	62.970	-1.064
0.975	62.990	-1.049
0.955	63.010	-1.036
0.935	63.050	-0.994
0.915	63.070	-0.983
0.885	63.100	-0.963
0.855	63.120	-0.945
0.835	63.140	-0.933
0.815	63.160	-0.916
0.795	63.190	-0.902
0.775	63.210	-0.890
0.755	63.230	-0.874
0.735	63.250	-0.862
0.715	63.280	-0.846
0.695	63.300	-0.831
0.675	63.320	-0.818
0.655	63.340	-0.802
0.635	63.370	-0.788
0.615	63.390	-0.771
0.595	63.420	-0.755
0.575	63.430	-0.740
0.545	63.470	-0.714
0.515	63.500	-0.691
0.495	63.520	-0.670
0.475	63.570	-0.630
0.455	63.590	-0.609
0.425	63.620	-0.583
0.395	63.650	-0.551
0.365	63.670	-0.520
0.335	63.710	-0.487
0.315	63.730	-0.463
0.295	63.760	-0.441
0.275	63.790	-0.419
0.245	63.820	-0.383
0.225	63.870	-0.307
0.195	63.910	-0.276
0.175	63.950	-0.257
0.155	63.990	-0.232
0.135	64.030	-0.213
0.115	64.090	-0.191
0.095	64.150	-0.161
